loss,cls_loss,domain_loss,contrast_loss,accuracy,auc,tpr@fpr=0.01,fpr@tpr=0.99,hter,epoch
0.5653779074578916,0.6190814302025954,0.154809688534611,-0.29560719990876116,0.7186813186813187,0.7401498550436613,0.10172570390554042,0.8997120921305183,0.8989931941124889,0
0.5778041083892015,0.6148350836155256,0.01432053914931667,-0.2927437382861224,0.6960753532182103,0.7202460335308505,0.05903723887375113,0.9472168905950096,0.9440898258606292,1
0.5749716099310708,0.6051976241386371,0.02062822779268961,-0.31517353999560493,0.7061224489795919,0.7256566182200442,0.049954586739327886,0.9616122840690979,0.955828848664885,2
0.5678335646831166,0.5926138048750843,0.023691429696986486,-0.3608144271389641,0.7117739403453689,0.7364895549500453,0.061762034514078114,0.9520153550863724,0.9451266602861471,3
0.5608164676523576,0.5874177639277995,0.0430416929228243,-0.35749834744841646,0.7164835164835165,0.7468319674488905,0.053587647593097185,0.9198656429942419,0.9331389977005724,4
0.5573795104256043,0.5819718930472992,0.07322346341505254,-0.309988871317268,0.7199372056514913,0.7537012679103449,0.07266121707538602,0.9318618042226487,0.9296002935736314,5
0.5471188642757139,0.5612893624130725,0.05652793587525486,-0.38396198622218636,0.7221350078492935,0.7682424457960919,0.03814713896457766,0.8944337811900192,0.9281433211127208,6
0.558754288178563,0.5678575668236243,0.020031250555213154,-0.36433455604508314,0.7384615384615385,0.7776715810613628,0.03723887375113533,0.9165067178502879,0.9396339220495763,7
0.533614832717703,0.5744093225023229,0.018471251168245054,-0.3420675678442757,0.7350078492935636,0.7822992010404083,0.09173478655767484,0.8992322456813819,0.9037487295618536,8
0.5553109156137429,0.5861807095922221,0.022867286519394018,-0.3609023496994709,0.7230769230769231,0.758537867337493,0.055404178019981834,0.9150671785028791,0.9298315002414486,9
0.5422572668472209,0.5641041634746896,0.027547187757312578,-0.3605488175421093,0.728414442700157,0.7779457167711782,0.06357856494096276,0.9385796545105566,0.9375005447847968,10
0.5409757651669358,0.5588616489653605,0.029068988718681382,-0.3927828879977858,0.7281004709576138,0.7742333352509758,0.04178019981834696,0.904510556621881,0.931365178401767,11
0.5319889181189742,0.5455637598875326,0.03569227958114413,-0.4205374938074775,0.7406593406593407,0.7901384363543176,0.06357856494096276,0.8953934740882917,0.9159074545736645,12
0.5295311969773642,0.5429801284014206,0.017429490609928835,-0.4018100846554135,0.7535321821036107,0.7980696313419487,0.03905540417801998,0.9424184261036468,0.9516815109628134,13
0.5255679937620505,0.5341956272459538,0.006495955597651349,-0.48182886266330704,0.7670329670329671,0.8157995436010884,0.08810172570390554,0.8589251439539347,0.8854117091250147,14
0.5481356431088253,0.5519162516624969,0.00402092305450248,-0.48849188078690314,0.7692307692307693,0.8115807301336596,0.07356948228882834,0.8512476007677543,0.888839059239463,15
0.5448867293342646,0.5606316337490471,0.0028662268759465427,-0.4222570987467372,0.741287284144427,0.7903650668298405,0.03814713896457766,0.9366602687140115,0.9492565648747169,16
0.5573076182107545,0.5684820074807745,0.0029441278282940912,-0.44074315789016605,0.7494505494505495,0.7861458175345742,0.07538601271571299,0.9294625719769674,0.9270382796306271,17
0.5632631479740564,0.5715843824999246,0.0027872848989374216,-0.43267332770893235,0.7331240188383046,0.7751808249697971,0.10263396911898275,0.9040307101727447,0.900698370526881,18
0.5505186171295762,0.5608449834521622,0.0030952032417096336,-0.45124648867111883,0.7497645211930927,0.8015606123206787,0.11716621253405994,0.9107485604606526,0.8967911739632963,19
0.5857359553904022,0.5946637737089149,0.0035294325767526663,-0.48480250988356594,0.7551020408163265,0.7959802726887614,0.051771117166212535,0.9016314779270633,0.9249301803804254,20
0.5616304895927943,0.5702010444371285,0.0031895152897278367,-0.4602150108333364,0.7516483516483516,0.8082557995610341,0.11080835603996367,0.8488483685220729,0.8690200062410547,21
0.5484451072989762,0.5522571429703735,0.003744479553911886,-0.43928528203158035,0.759497645211931,0.8149257087868121,0.10354223433242507,0.9049904030710173,0.9007240843692961,22
0.5218482877849345,0.522587561986901,0.007456144095962888,-0.45620475390661913,0.7629513343799058,0.8195746843298972,0.0971843778383288,0.8618042226487524,0.8823099224052118,23
0.5368788660745162,0.5502621423046442,0.008923457587228964,-0.45673099371465564,0.7569858712715856,0.8105870426640587,0.09536784741144415,0.8622840690978887,0.8834581108432222,24
0.5263650641036096,0.5388722232258978,0.011857558074529975,-0.4493720253539205,0.759497645211931,0.8082392381032075,0.07447774750227067,0.8915547024952015,0.9085384774964654,25
0.5535016460673886,0.5665438854167123,0.016946359440553442,-0.4353794747545212,0.7419152276295133,0.8031300283636755,0.08174386920980926,0.9011516314779271,0.909703881134059,26
0.5356400268513481,0.5481192307731363,0.017672654825591085,-0.4699855781951393,0.759497645211931,0.8084850450035826,0.1080835603996367,0.8963531669865643,0.8941348032934637,27
0.5423694448759765,0.5507301951815822,0.020005871091912052,-0.42138424755975024,0.7488226059654631,0.805542771272321,0.07084468664850137,0.9165067178502879,0.9228310156008932,28
