loss,cls_loss,domain_loss,contrast_loss,accuracy,auc,tpr@fpr=0.01,fpr@tpr=0.99,hter,epoch
0.4498911645637958,0.47904697513063205,0.7678374090151155,-0.521433287933809,0.8182857142857143,0.6723535506879684,0.034482758620689655,0.9832285115303984,0.9743728764548544,0
0.4381456986556628,0.45657887503708877,0.5283546937655096,-0.5532036594468165,0.8154285714285714,0.7018745249064052,0.025078369905956112,0.9399021663172606,0.9574118982056523,1
0.43854823468918247,0.45420998719320993,0.4477303442481446,-0.5690160589335171,0.8177142857142857,0.693841472631323,0.04075235109717868,0.909853249475891,0.9345504491893561,2
0.4245900966014181,0.43900088547435523,0.43406983427533274,-0.5520089004682079,0.8188571428571428,0.7344339074983187,0.050156739811912224,0.9280223619846262,0.938932811086357,3
0.43914720789795475,0.45439637666695737,0.44032184357784654,-0.5102873365968874,0.8171428571428572,0.6900472957727348,0.07210031347962383,0.9315164220824598,0.929708054301418,4
0.43855419314519634,0.4519059761474122,0.43842699572648086,-0.5474586311948898,0.8177142857142857,0.7027420156893156,0.034482758620689655,0.9531795946890287,0.9593484180341696,5
0.4366663531512022,0.4485508135804847,0.4222393807483046,-0.5244594402781361,0.8177142857142857,0.7018657623732445,0.05329153605015674,0.9371069182389937,0.9419076910944185,6
0.42192317731997797,0.4345301871770593,0.43661257481738314,-0.57879195270473,0.8177142857142857,0.7387888864791924,0.0438871473354232,0.9510831586303284,0.9535980056474527,7
0.4275618326296764,0.4425821998688184,0.4179721635226245,-0.5519815694251561,0.8177142857142857,0.7261445511282857,0.050156739811912224,0.9713487071977638,0.9605959836929258,8
0.42520347466373015,0.441734228844512,0.42445447156418403,-0.540525944946019,0.8188571428571428,0.7259211065326876,0.07836990595611286,0.9287211740041929,0.92517563402404,9
0.42324929470568895,0.43698855203716724,0.40023530026276904,-0.5473983491936775,0.8182857142857143,0.7316430406866322,0.06583072100313479,0.9350104821802935,0.9345898805885793,10
0.41750687743896353,0.4302899757884953,0.4179803351425145,-0.5563666694988944,0.824,0.7397242868940982,0.08150470219435736,0.939203354297694,0.9288493260516684,11
0.43057838113632585,,,,0.8222857142857143,0.7141508338645619,0.07523510971786834,0.9468902865129281,0.9358275883975299,12
0.0,,,,0.0,0.0,0.0,0.0,0.0,13
0.0,,,,0.0,0.0,0.0,0.0,0.0,14
0.0,,,,0.0,0.0,0.0,0.0,0.0,15
0.0,,,,0.0,0.0,0.0,0.0,0.0,16
0.0,,,,0.0,0.0,0.0,0.0,0.0,17
0.0,,,,0.0,0.0,0.0,0.0,0.0,18
0.0,,,,0.0,0.0,0.0,0.0,0.0,19
0.0,,,,0.0,0.0,0.0,0.0,0.0,20
0.0,,,,0.0,0.0,0.0,0.0,0.0,21
0.0,,,,0.0,0.0,0.0,0.0,0.0,22
