epoch,trial,loss,cls_loss,domain_loss,contrast_loss,accuracy,auc,tpr@fpr=0.01,fpr@tpr=0.99,hter,val_loss,val_auc,val_accuracy,val_tpr@fpr=0.01,val_fpr@tpr=0.99,val_hter
0,4,0.6536532568520513,0.6933079853653907,0.8199041366577149,-0.27394114281050863,0.609717868338558,0.6548579514745334,0.06583072100313479,0.9655172413793104,0.9498432601880877,0.7454100035259235,0.545336609936719,0.37871674491392804,0.08877721943048576,0.9950571516836577,0.953139966126586
1,4,0.6951493045379376,0.7060037847608328,0.3856488823890686,-0.2680800423491746,0.5172413793103449,0.5389687601340396,0.05329153605015674,0.9811912225705329,0.9639498432601881,0.5299100909201379,0.6715109374490618,0.8442879499217527,0.06365159128978225,0.9576768612913191,0.9470126350007684
2,4,0.6656027250692576,0.6791069915518164,0.4874605655670166,-0.2456442108959891,0.6159874608150471,0.6432916343196313,0.0219435736677116,0.987460815047022,0.9827586206896552,0.6384204461175635,0.6832820264436176,0.6564945226917058,0.07202680067001675,0.9768303985171455,0.9524017989235644
3,4,0.6820374572398521,0.6929512912407517,0.31304154470562934,-0.34933756007812916,0.5658307210031348,0.5823842139916078,0.0219435736677116,0.9498432601880877,0.9639498432601881,0.6262864402000271,0.6737932272835705,0.6387584767866458,0.03350083752093802,0.9070126660488106,0.9367559142639363
0,4,0.7113532721996307,0.7247885763645172,1.62109375,-0.38125011262794334,0.5,0.5206611570247934,0.0,1.0,1.0,0.6705281748511003,0.5189556762714533,0.6559849198868991,0.01643835616438356,0.9885057471264368,0.9860336954810266
1,4,0.7021856280890378,0.7164290646711985,1.6420491536458333,-0.1267467550933361,0.5,0.5950413223140496,0.0,0.8181818181818182,0.9090909090909092,0.6596870568987336,0.5295307825539285,0.6559849198868991,0.030136986301369864,0.9813218390804598,0.975592426389545
2,4,0.7107445394450967,0.7242885927359263,1.652587890625,0.18044016510248184,0.5,0.4793388429752066,0.0,0.9090909090909091,0.9545454545454546,0.6551090234804557,0.5013698630136987,0.6559849198868991,0.0136986301369863,0.9913793103448276,0.9888403401039206
3,4,0.7089990133588965,0.7096826831499735,1.6464029947916667,-0.32502423226833344,0.5,0.4462809917355372,0.0,1.0,1.0,0.6554658385125339,0.4941741458038104,0.6559849198868991,0.0,0.9942528735632183,0.9971264367816092
4,4,0.7184131741523743,0.7034575541814169,1.6468505859375,-0.05006958544254303,0.5,0.2975206611570248,0.0,1.0,1.0,0.6553506636877986,0.4980947882223272,0.6559849198868991,0.0,0.9899425287356322,0.9949712643678161
0,4,0.6819594502449036,0.6818423867225647,1.6123046875,-0.9999847412109375,0.5,1.0,1.0,0.0,0.0,0.6954872499812733,0.5815217391304348,0.3484848484848485,0.0,0.9767441860465116,0.9883720930232558
1,4,0.6999762952327728,0.6999564170837402,1.51611328125,-0.9999887943267822,0.5,0.0,0.0,1.0,1.0,0.6977702234730576,0.4400910010111223,0.3484848484848485,0.0,0.9186046511627907,0.9593023255813953
