loss,cls_loss,domain_loss,contrast_loss,accuracy,auc,tpr@fpr=0.01,fpr@tpr=0.99,hter,epoch
0.5559611125010943,0.5767210089544735,1.051755233549736,-0.2418918022426816,0.7342739564961788,0.809698955791083,0.10196779964221825,0.9028021015761821,0.9004171509669819,0
0.4529823280196376,0.4749652417682706,0.49909568392614806,-0.35660766118682674,0.7977660199882423,0.8519059240763309,0.09838998211091235,0.8870402802101576,0.8943251490496227,1
0.4282141918637327,0.4500015727790868,0.34470917249509425,-0.39207948652476493,0.8101116990005879,0.862410672046969,0.16994633273703041,0.7837127845884413,0.8068832259257055,2
0.392880590935881,0.41549125941636417,0.3191596375944469,-0.4337750050313596,0.831275720164609,0.8843819805820378,0.18604651162790697,0.7924693520140105,0.8032114201930518,3
0.4184106925450679,0.4374544701141091,0.30992544648792825,-0.47167200589019087,0.8177542621987066,0.8691981866543019,0.2003577817531306,0.873029772329247,0.8363359952880582,4
0.4224163047210486,0.4358619540370126,0.29507252643925486,-0.4575105244337533,0.8171663727219283,0.8647713423708211,0.16815742397137745,0.882661996497373,0.8572522862629978,5
0.4084343715317094,0.42863907257505984,0.2874314975290791,-0.44800925543400605,0.8253968253968254,0.8741638966255102,0.2110912343470483,0.862521891418564,0.8257153285357578,6
0.3988461646686381,0.4190997724976618,0.2780268886279612,-0.5003386164355166,0.8330393885949442,0.8818474320856923,0.16457960644007155,0.776707530647986,0.8060639621039573,7
0.37599254517109987,0.4036240239273494,0.2749203684184473,-0.4923736925013888,0.847148736037625,0.8944982439871049,0.21645796064400716,0.8677758318739054,0.8256589356149491,8
0.3745511264648663,0.3979315618271699,0.27712978667496513,-0.5023090033464028,0.8430335097001763,0.8952846119383815,0.22540250447227192,0.8126094570928196,0.7936034763102738,9
0.359854648594727,0.3783567346317667,0.2410206117540458,-0.5124893732841166,0.8512639623750735,0.9043497739583758,0.2844364937388193,0.7416812609457093,0.728622383603445,10
0.34973180901809026,0.37652858021393626,0.20905406654160907,-0.48938215616653225,0.8612580834803057,0.9099467713486368,0.2558139534883721,0.7933450087565674,0.7687655276340977,11
0.33353977740268254,0.358619123085144,0.2013841772303335,-0.4926186552830915,0.8671369782480893,0.916380263730893,0.3291592128801431,0.8266199649737302,0.7487303760467936,12
0.36121278297224396,0.3839066112020486,0.19368412573012947,-0.5135302346182261,0.8565549676660787,0.9020063348047709,0.334525939177102,0.8642732049036778,0.7648736328632879,13
0.35202700316876273,0.3677733602710593,0.19089924729486027,-0.5057624642531706,0.8612580834803057,0.9064927049491054,0.3667262969588551,0.8712784588441331,0.752276080942639,14
0.3041953783162907,0.33704750373644726,0.1619301032572285,-0.5576075167600678,0.8794826572604351,0.9310439896111709,0.334525939177102,0.7469352014010507,0.7062046311119743,15
